DATE,humidity,pressure,radiation,precipitation,temp_mean,temp_min,temp_max,wind_speed
20030401,0.52,1.0173,2.08,1.16,10.6,1.8,19.6,4.9
20030402,0.72,1.009,1.27,0.13,6.6,3.5,11.6,5.9
20030403,0.66,1.0182,0.89,0,4.9,1.8,8,5.6
20030404,0.65,1.0261,1.45,0,4.6,-0.7,10.9,4.2
20030405,0.59,1.0235,2.25,0,6.6,-1.2,13.6,5.6
20030406,0.47,1.0209,1.66,0,6,3.6,10.1,4.6
20030407,0.44,1.022,1.79,0,2.2,-0.6,6.3,5.4
20030408,0.4,1.02,2.33,0,2.6,-3.8,10.1,4.8
20030409,0.57,1.0114,1.21,0.07,4.3,1.3,8,5.1
20030410,0.85,1.0066,0.56,1.12,0.8,-0.5,3.7,2.6
20030411,0.69,1.0116,2.21,0.04,4.9,-0.8,11.1,3.5
20030412,0.8,1.0168,0.77,0.25,7.2,4.9,12.4,3
20030413,0.6,1.0194,2.6,0,10.8,3.1,18.8,5.5
20030414,0.46,1.0151,2.21,0,13.9,6.3,20.8,3
20030415,0.48,1.0179,2.61,0,13.9,4.4,23,2
20030416,0.46,1.0196,2.61,0,15.5,7,22.9,2.5
20030417,0.48,1.0227,2.48,0,14,6,21.8,2.9
20030418,0.42,1.0205,2.67,0,12.8,4.9,20.6,5.1
20030419,0.55,1.0117,2.54,0.07,8.2,2.6,14.2,6.8
20030420,0.63,1.0087,2.09,0,11.8,5.2,20,4.6
20030421,0.67,1.0137,2.17,0.18,13.2,10.9,19.8,3.1
20030422,0.72,1.0143,2.65,0,14.1,8.2,19.8,2.9
20030423,0.7,1.0139,2.54,0,13.5,7.4,20.4,4.5
20030424,0.56,1.0159,2.69,0,15.2,6.9,22.9,2.2
20030425,0.54,1.0144,2.27,0,16.5,9.6,25.5,3.6
20030426,0.8,1.0131,0.39,0.54,13,10.9,15.4,5.8
20030427,0.6,1.0158,1.67,0,13.9,10.4,18.3,4.5
20030428,0.49,1.0086,2.44,0.02,17.9,9.8,27,5.4
20030429,0.7,1.0138,1.6,0.44,16.3,12.8,22.1,3.6
20030430,0.82,1.0141,0.34,1.33,14.1,10,19.9,5
20030501,0.65,1.0215,2.24,0,13.1,7.4,18.8,4.2
20030502,0.74,1.0166,0.97,2.18,11.9,7.3,18.5,5.9
20030503,0.59,1.0238,2.88,0,13.4,7.9,18.8,3
20030504,0.52,1.0185,3.08,0,16.7,5.5,26.9,3.8
20030505,0.6,1.0123,1.67,0,18.7,12.5,25.5,1.5
20030506,0.64,1.0161,2.13,0,18.3,11.8,25.4,3.5
20030507,0.74,1.0188,2.41,0,17.4,11.9,24.5,5.2
20030508,0.76,1.0183,2.36,1.35,18.1,14.3,25.3,3.4
20030509,0.8,1.0186,1.94,0.07,16.4,12.9,21.3,2.6
20030510,0.77,1.0198,1.74,0,15.1,12.2,19.3,1.1
20030511,0.76,1.0193,2.34,0.69,16.2,11.9,20.7,2.1
20030512,0.73,1.0182,2.28,0.08,15.9,12,20.6,3.5
20030513,0.73,1.0189,0.94,0.12,11.4,7,14.8,3.6
20030514,0.69,1.0235,2.23,0.09,9.5,4.8,14.9,2.5
20030515,0.61,1.0228,3.02,0,10.1,3.2,16.9,1.6
20030516,0.59,1.0155,3.14,0,12.5,3.5,20.5,2.8
20030517,0.73,1.0153,1.05,0.24,14.1,11.3,16.6,5.2
20030518,0.83,1.0174,1.33,0.05,15.5,11.4,19.7,5
20030519,0.76,1.0157,1.35,0.99,17.1,12.6,25.2,6
20030520,0.73,1.0213,2.06,0.51,12,9.3,15.5,5.5
20030521,0.73,1.0268,1.5,0.02,11.1,8.2,14.1,4.2
20030522,0.91,1.0269,0.57,0.64,11.7,9.5,15.2,3.9
20030523,0.74,1.0169,3.07,0,18.6,12.6,25,3.1
20030524,0.67,1.0075,2.92,0.29,19.2,13.6,26.2,3.6
20030525,0.82,1.0165,0.5,0.05,12.5,11.8,14.4,3
20030526,0.88,1.0203,0.51,0.08,12.9,11.4,14.5,2.2
20030527,0.91,1.021,0.55,0.12,15.3,13.5,18.1,3.1
20030528,0.87,1.0186,1.38,0.47,16.8,14.4,22.4,4.1
20030529,0.82,1.015,2.34,0,19.2,14.7,23.8,3.1
20030530,0.68,1.0136,2.89,0,21,14.3,27.9,1.8
20030531,0.68,1.0129,2.79,0,21.6,15,28.1,1.5
20030601,0.64,1.0107,3.15,0,22.7,15.2,29.3,3
20030602,0.75,1.0121,1.91,0.82,19.8,16.9,27,2.9
20030603,0.72,1.0134,2.66,0.03,21.7,15.7,28.4,2.8
20030604,0.67,1.015,2.72,0,23.7,17.3,30.6,2.9
20030605,0.64,1.0188,2.79,0.23,22.9,17.1,28,1.1
20030606,0.78,1.0201,1.97,0,21.8,18.4,26.4,1.6
20030607,0.73,1.0172,2.32,0,22.6,18.5,29.1,1.2
20030608,0.66,1.0151,2.5,0,23.5,18.3,28.8,3.8
20030609,0.66,1.019,2.9,0,22.1,17.3,27.1,2.4
20030610,0.61,1.016,3.04,0,24.7,16.3,32.7,3.1
20030611,0.6,1.0188,2.88,0,25.8,20.6,31.3,1.5
20030612,0.62,1.0176,2.73,0,24.5,18.1,34.9,2.9
20030613,0.64,1.0199,2.36,0.02,25,20.1,29.6,3.9
20030614,0.71,1.0182,2.62,0.15,24.2,18.4,33.6,2.8
20030615,0.7,1.0164,2.93,0,24,18.9,30.3,2.8
20030616,0.65,1.0128,3.11,0,23.4,17.8,29.3,2.8
20030617,0.58,1.0119,3.12,0.02,23.6,16.2,30.4,4
20030618,0.6,1.0205,2.94,0,20.5,17.6,25.4,2.9
20030619,0.58,1.0239,3.35,0,21.2,15.2,26.9,2.1
20030620,0.61,1.02,2.84,0,23.5,17.8,28.5,3.1
20030621,0.55,1.0176,3.41,0,20,12.9,27.2,4.1
20030622,0.45,1.0112,3.4,0,24.5,14,33.9,3.2
20030623,0.44,1.0108,2.88,0.01,27.7,19.6,35.9,3.2
20030624,0.59,1.0165,2.89,0,25.7,19.7,32.3,4
20030625,0.61,1.0173,2.86,0,23.6,18.5,30.4,2.4
20030626,0.65,1.0143,2.54,0.05,21.6,17.1,31.7,3.2
20030627,0.65,1.0141,2.89,0,22.6,16.5,27.9,2.1
20030628,0.64,1.0133,2.4,0,22,17.4,27.2,2.2
20030629,0.58,1.0079,3.1,0,23.8,15.4,31.8,2.9
20030630,0.56,1.0043,2.73,0.77,25.8,18.6,33.9,3.8
20030701,0.87,1.0078,0.82,0.83,15,13.6,19.3,6.2
20030702,0.58,1.0086,2.84,0.19,18.7,15.1,24.6,3
20030703,0.72,1.0131,1.91,0.16,17.6,14.2,22.8,3.4
20030704,0.77,1.0176,1.43,0.38,14.7,13.2,19.1,3.1
20030705,0.67,1.0186,2.08,0,17.3,13.2,21.5,1.4
20030706,0.65,1.0194,3.23,0,18.6,11.5,26.3,1.6
20030707,0.62,1.0211,3.13,0,20.8,13.8,28.2,2.6
20030708,0.59,1.0199,3.04,0,21.5,14.9,27.7,3
20030709,0.58,1.0181,2.84,0,21.7,14.6,28.7,2.4
20030710,0.6,1.0182,3.19,0,22,14.7,29.8,2
20030711,0.53,1.0179,3.21,0,23.3,16,30.4,2.6
20030712,0.57,1.018,2.86,0,23.3,16.8,30.5,3.4
20030713,0.52,1.0162,3.23,0,22.4,14.4,30.4,4
20030714,0.46,1.0113,3.26,0,23.7,14.3,32.4,2.2
20030715,0.44,1.0089,2.8,0.07,27.2,18.9,33.9,3.2
20030716,0.7,1.0099,1.73,0.4,23.7,18,30.7,4.2
20030717,0.58,1.0199,1.54,0,20.6,17.7,24.5,3.5
20030718,0.54,1.0219,3.25,0,21.9,14,28.4,1.8
20030719,0.52,1.0181,3.19,0,24.1,15,32.5,2.8
20030720,0.45,1.013,2.86,0.01,27.3,18,36.3,2.4
20030721,0.67,1.0161,1.97,1.38,23.7,18.2,29.1,2.8
20030722,0.61,1.0182,2.52,0,23.5,17.3,30.1,2.5
20030723,0.66,1.017,2.5,0.01,24,18.8,28.4,3.2
20030724,0.8,1.0166,0.87,0.24,18.3,16.9,21.9,3.4
20030725,0.63,1.0142,2.68,0,21.4,14.9,28.4,4.6
20030726,0.58,1.012,2.16,0,24.1,19.5,29.5,4.6
20030727,0.85,1.0143,0.53,1.35,20.2,17.2,25.9,3.5
20030728,0.63,1.022,2.57,0,19.5,15.4,24.9,2.9
20030729,0.56,1.0232,3.02,0,20.5,14.6,26.5,3.5
20030730,0.62,1.018,2.66,0.44,20.4,13.6,27.3,4.5
20030731,0.86,1.0173,1.86,1.31,18.2,16,22.1,1.8
20030801,0.71,1.0181,2.74,0,21.7,15.2,28.4,1.9
20030802,0.64,1.0186,2.92,0,23.9,16.4,31.7,2
20030803,0.57,1.019,2.96,0,26.6,19,34.4,3.2
20030804,0.55,1.0202,2.8,0,27.5,19.5,35.6,3.8
20030805,0.52,1.0201,2.77,0,28.6,20.6,36.6,2.8
20030806,0.52,1.0196,2.45,0,28.2,20.8,35.7,2.1
20030807,0.48,1.0184,2.66,0,28.5,19.5,36.8,2.5
20030808,0.42,1.0174,2.57,0,27.6,20,37,2.8
20030809,0.45,1.017,2.51,0,28.5,19.6,36.7,2.9
20030810,0.42,1.0154,2.68,0,28.6,19.9,36.9,2.6
20030811,0.43,1.0175,2.78,0,26.7,17.8,35.8,2
20030812,0.4,1.0201,2.69,0,28.1,18.4,36.7,2.5
20030813,0.39,1.0177,2.56,0,29,20.7,38.6,2.2
20030814,0.63,1.0151,1.23,0.19,23.7,20,29.5,3.5
20030815,0.71,1.0147,1.33,0,21,17.6,25.2,1.8
20030816,0.63,1.0142,2.44,0.6,23.6,16.1,31.4,2.9
20030817,0.71,1.0144,2.29,0.81,24.1,18.1,31.1,2.4
20030818,0.7,1.0179,2.04,0.23,21.9,18,27.9,3.2
20030819,0.59,1.0198,2.62,0,22.4,16.4,29.1,2.6
20030820,0.74,1.0179,1.76,0.3,20,16.5,26.3,2.6
20030821,0.68,1.0165,2.13,0,22.5,17.2,28.1,2.2
20030822,0.55,1.0181,2.59,0,22.3,15.5,29.8,2.1
20030823,0.55,1.0183,2.64,0,21.6,13.7,30.5,3.8
20030824,0.57,1.0152,2.46,0,22.1,14.6,30.7,4.6
20030825,0.53,1.0124,2.58,0,21.6,15.2,28.9,2.9
20030826,0.49,1.0126,2.5,0,22.3,14.6,30.5,1.5
20030827,0.49,1.0111,2.26,0.01,22.1,14.5,30.3,3.6
20030828,0.64,1.0063,1.36,0.95,21,14.4,28.9,2.9
20030829,0.72,1.0049,1.43,0.29,19.6,15.3,26.9,4
20030830,0.83,1.0135,0.78,1.92,17.3,14.6,20.4,2.4
20030831,0.72,1.0191,2.03,0.58,14.8,9.9,19.9,1.9
20030901,0.69,1.0199,1.58,0,13.7,8.6,19.3,2.4
20030902,0.65,1.024,2.24,0,13.5,7.4,19.1,4.4
20030903,0.61,1.0272,2.49,0,13.9,6.1,21.4,5.2
20030904,0.57,1.0271,2.47,0,15,6.2,24.4,4.1
20030905,0.66,1.0216,1.61,0.07,15.2,9.1,23.1,2.4
20030906,0.83,1.0193,1.17,0.23,17.4,14.8,22,2.9
20030907,0.83,1.0146,1.45,2.31,17.9,14.3,24,2.2
20030908,0.8,1.0093,1.63,0.16,15.8,13.6,20.3,3.5
20030909,0.82,1.0098,1.08,0.19,15,12.6,19.7,5
20030910,0.71,1.0177,1.2,0.27,15.8,13.6,18.6,4.1
20030911,0.71,1.0202,1.31,0.43,15.2,11.8,19.2,2.9
20030912,0.68,1.027,2.06,0,15.2,10,21.2,2.6
20030913,0.73,1.0284,1.76,0,15.3,10.4,20.4,3.9
20030914,0.67,1.0273,2.19,0,13.3,7.2,22.1,4.6
20030915,0.7,1.0252,2.17,0,14.9,8.4,22.2,2.1
20030916,0.65,1.0244,2.1,0,14.9,9.1,23.6,1.4
20030917,0.63,1.0229,2.07,0,16.7,9.9,25.6,1.2
20030918,0.65,1.0212,2.05,0,18,10.7,26.8,2.1
20030919,0.6,1.0212,2.04,0,18.8,12.4,28.3,2.8
20030920,0.58,1.0226,1.99,0,19.1,12.3,28.7,2.9
20030921,0.58,1.0217,1.99,0,18.7,12.3,27.9,3.1
20030922,0.57,1.0137,1.77,0.13,19.1,12.6,26.9,4
20030923,0.74,1.0173,0.77,0.05,14.6,10.4,19.9,3
20030924,0.76,1.0278,1.06,0,10.8,6.9,15.7,4.9
20030925,0.68,1.0261,1.92,0,11.8,3.8,20.7,2
20030926,0.69,1.021,1.57,0,16.5,10,23.6,1.2
20030927,0.74,1.0177,1.23,0.01,14.4,9.6,21,1.8
20030928,0.91,1.013,0.4,0.78,14.4,12.3,16.3,2.5
20030929,0.73,1.0159,1.78,0,12.1,6.4,17,2.2
20030930,0.7,1.0139,1.73,0,11.3,4.4,19.6,3.9
20031001,0.9,1.0109,0.22,1.2,12.4,9.9,13.5,3
20031002,0.82,1.0124,1.34,0.6,17.3,12.5,23.6,2.8
20031003,0.86,1.0109,0.82,0.3,16.8,13.8,20.7,4.2
20031004,0.89,1.0085,0.25,0.92,12.8,9.8,14.9,3.5
20031005,0.88,1.011,0.43,0.86,7.2,6.2,9.8,4.4
20031006,0.69,1.0176,1.67,0.21,9.3,5.3,14,4.6
20031007,0.81,1.0112,0.4,2.5,8,2.7,11.9,6
20031008,0.67,1.0185,1.16,0,9.3,5.1,13,3.4
20031009,0.83,1.02,0.33,0.01,14,11.8,15.3,2.5
20031010,0.8,1.0231,0.53,0,12.9,9.1,15.6,1.9
20031011,0.8,1.0245,1.43,0,11.7,7.7,17.4,3.8
20031012,0.86,1.0235,0.9,0,10.9,5.4,15,3.5
20031013,0.82,1.0218,1.23,0,9.9,5,16.6,1.5
20031014,0.75,1.0236,1.15,0,9,5.7,14.7,3.4
20031015,0.61,1.0253,1.5,0,8.3,4.1,13.1,5.1
20031016,0.71,1.025,1.38,0,6.4,0.9,12.4,5.1
20031017,0.71,1.0217,1.37,0,4.7,0.2,11.9,3.9
20031018,0.75,1.0144,1.29,0,4.5,0.7,8.8,3.6
20031019,0.82,1.0079,1.24,0.58,5.5,1,11.5,3.8
20031020,0.94,0.9997,0.21,1.79,7.5,6.3,9.2,4.1
20031021,0.87,1.0098,0.4,0.15,5.6,3,8.4,3
20031022,0.8,1.0115,1.21,0,4.7,1.3,10.2,3.4
20031023,0.92,1.0086,0.13,1.47,2,0.7,5.1,4.5
20031024,0.94,1.0193,0.31,0.06,-0.3,-2.3,2.1,3
20031025,0.83,1.0246,1.18,0,0.6,-3.4,6.3,1.4
20031026,0.78,1.0173,0.91,0,2.1,-2,6.7,1.4
20031027,0.83,1.0198,1.15,0,1.7,-3.5,7.8,3.6
20031028,0.76,1.0171,1.12,0,3.9,-2.2,10.6,2.8
20031029,0.87,1.0035,0.15,0.51,6.1,3.6,9.2,5.6
20031030,0.78,0.9956,0.59,0.33,6,3.7,10,5.6
20031031,0.83,0.9856,0.31,0.83,8.2,5.9,11.2,3.4
20031101,0.87,0.9983,0.77,0.03,9,6.6,12.6,2.2
20031102,0.8,1.0109,0.69,0,8.6,5.5,12.6,6.8
20031103,0.76,1.0194,0.56,0.37,10.5,4.6,15.1,5.6
20031104,0.82,1.0311,1,0,8.4,4,15,2.8
20031105,0.82,1.031,1.03,0,6.1,0.1,13.7,4.1
20031106,0.88,1.0297,0.94,0,5.2,1.2,9.8,3
20031107,0.74,1.0237,0.89,0,6.2,0.4,9.8,6.1
20031108,0.91,1.0209,0.38,0,1.6,-0.4,4.5,3.5
20031109,0.75,1.0247,0.71,0,6.5,-0.9,11.9,2.9
20031110,0.79,1.0231,0.78,0,6.6,3.7,11.4,3.2
20031111,0.88,1.0232,0.29,0,5.1,3.9,7.2,1.1
20031112,0.88,1.0221,0.25,0.99,5.3,2.4,8.2,2.2
20031113,0.85,1.0271,0.29,0,7.7,4.2,10.8,2.4
20031114,0.87,1.0237,0.58,0.01,5.8,0.8,9.7,3.4
20031115,0.8,1.018,0.75,0,7.7,3.1,12.6,3.6
20031116,0.81,1.0143,0.36,0.96,9,4.9,11.6,3.9
20031117,0.82,1.0278,0.5,0.01,5.5,1.9,7.8,2.1
20031118,0.74,1.0299,0.47,0,7.1,2.2,11.1,2.6
20031119,0.9,1.0274,0.24,0,6.6,4.2,8.3,2.1
20031120,0.88,1.0207,0.75,0,7,4.6,10.9,2.1
20031121,0.88,1.0157,0.71,0,5.8,3.1,9.8,2.1
20031122,0.81,1.0119,0.52,0,7.5,4.9,11.7,3.5
20031123,0.8,1.0085,0.59,0,8.5,4.4,13.4,3.1
20031124,0.83,1.0085,0.47,0,7.8,5,12,1.8
20031125,0.86,1.0122,0.26,0,8.6,6,11.2,4
20031126,0.88,1.0056,0.62,0,7.2,4.1,11.9,5.4
20031127,0.9,0.9995,0.12,1.92,5.6,3.3,7.6,2.8
20031128,0.91,1.0114,0.09,0.33,4.6,3.3,5.5,2.5
20031129,0.85,1.0158,0.49,0,4.2,2.7,6.4,4.5
20031130,0.84,1.0105,0.22,0.03,6,3.4,7.4,3.4
20031201,0.81,1.0062,0.25,0,7.5,5.3,9,4.6
20031202,0.94,1.0144,0.13,0,5.4,3.8,6.6,1.8
20031203,0.96,1.0197,0.14,0,4.3,3,5.5,5.5
20031204,0.87,1.0227,0.27,0,4.6,2.6,5.8,6.4
20031205,0.96,1.0284,0.13,0,2.6,1.7,3.8,3.9
20031206,0.93,1.0243,0.14,0.11,2.3,1.3,3.6,5.8
20031207,0.61,1.0255,0.7,0,1.2,-2.1,4,7
20031208,0.77,1.0267,0.61,0,-0.5,-2.4,2.5,3.2
20031209,0.84,1.0195,0.62,0,-0.7,-3.5,2.4,2
20031210,0.84,1.0178,0.39,0,-1.2,-4.4,3.1,1.1
20031211,0.77,1.0212,0.55,0,0.7,-3.4,5.4,4.8
20031212,0.9,1.0253,0.18,0,5.1,2.9,7.2,3.2
20031213,0.8,1.0219,0.18,0.17,8.1,3.7,12.5,6.1
20031214,0.75,1.0164,0.32,0.16,7.9,4.6,12.5,4.6
20031215,0.8,1.0228,0.3,0.11,3.5,1.8,5.6,2.1
20031216,0.79,1.0307,0.53,0,1.8,-1.5,5.3,3.6
20031217,0.76,1.0285,0.57,0,1,-2.8,4.5,4.4
20031218,0.78,1.0249,0.58,0,1,-0.9,4.3,3.1
20031219,0.85,1.0241,0.18,0,2,-0.5,3.5,2.8
20031220,0.77,1.021,0.47,0.42,5.2,1.6,11.5,6.5
20031221,0.72,1.0115,0.38,0.75,6.5,2.6,10.4,5.5
20031222,0.8,1.0202,0.25,0.02,1.5,-0.8,3,4.5
20031223,0.76,1.0305,0.54,0,-1,-3.4,1.5,2.8
20031224,0.56,1.0333,0.66,0,-2.1,-4.5,1,1.2
20031225,0.65,1.0308,0.61,0,-2,-4.8,1.4,1.9
20031226,0.73,1.0196,0.6,0,-0.2,-3.6,3.3,4.6
20031227,0.81,1.01,0.19,0,2.4,-0.6,6,7.2
20031228,0.76,1.0028,0.09,0.04,4.4,2.7,9.1,7.6
20031229,0.73,1.0122,0.52,0,2.1,-1.7,4.6,5.4
20031230,0.88,1.0141,0.12,0.01,-0.8,-1.8,0.4,1.9
20031231,0.93,1.0209,0.1,0.05,0.1,-0.3,0.7,2.4
20040101,0.9,1.0148,0.16,0.18,-0.2,-1,1.1,3.5
20040102,0.94,1.0136,0.09,0.06,-0.7,-2,0.1,5.1
20040103,0.87,1.0223,0.16,0,-4.2,-5.7,-1.9,1.5
20040104,0.8,1.0236,0.3,0,-4.4,-8.7,-1.5,1.8
20040105,0.82,1.0256,0.2,0,-0.5,-2.6,1.4,2.2
20040106,0.86,1.0239,0.26,0,0.5,-1.6,2.5,1.9
20040107,0.83,1.0211,0.59,0,2.8,-1.3,6.8,2.9
20040108,0.89,1.0136,0.44,1.31,1.4,-1.9,3,6.2
20040109,0.81,1.0101,0.27,1.16,7.2,2.9,9.3,4.2
20040110,0.84,1.0183,0.46,0.01,6.3,3.6,8.7,3.2
20040111,0.83,1.0139,0.13,1.16,8.5,5.6,12.5,8
20040112,0.77,1.0078,0.11,0.89,9,6.4,12.9,7
20040113,0.78,0.9986,0.2,0.98,10.6,6.7,14.4,9.6
20040114,0.72,1.0052,0.41,0.23,6.6,3.5,8.1,6.5
20040115,0.71,1.0123,0.33,0.03,3.3,1.4,5.1,5.4
20040116,0.75,1.0043,0.2,1.57,4.7,0.7,8.9,5.1
20040117,0.86,1.0032,0.39,0.91,4.7,3.1,8.4,4.2
20040118,0.87,1.0151,0.19,0.12,2.8,-0.4,4.1,4.6
20040119,0.85,1.0217,0.39,1.75,-0.2,-2.5,2.6,3.9
20040120,0.92,1.0121,0.15,0.41,4.4,1.9,7,4.1
20040121,0.83,1.0195,0.23,0,0.8,-0.4,3.5,3.1
20040122,0.69,1.0221,0.7,0,0,-2.1,2.4,3
20040123,0.63,1.0194,0.74,0,0.8,-1.3,3.6,2.1
20040124,0.77,1.0173,0.58,0.14,-0.4,-2.6,3.8,3.2
20040125,0.84,1.0168,0.44,0.05,2.1,-0.4,5,3.1
20040126,0.86,1.0029,0.33,1.15,0,-0.8,1.1,6.6
20040127,0.91,1.0021,0.26,0.39,0.7,-0.8,2,3.5
20040128,0.8,1.0056,0.51,0.03,0.1,-1.7,2,5.9
20040129,0.7,1.01,0.52,0.01,-0.3,-1.8,1.2,3.2
20040130,0.68,1.0207,0.91,0,-1.4,-4.2,1.9,4
20040131,0.62,1.0174,0.97,0.01,3.3,-3.8,12.4,8.1
20040201,0.56,1.0251,0.84,0,9.9,4.9,14.4,5.4
20040202,0.64,1.0291,0.64,0,8.9,3.2,14.9,4.4
20040203,0.69,1.0334,0.92,0,6.9,2.4,13.2,2.8
20040204,0.7,1.0346,0.98,0,5.9,0.9,13.1,3.5
20040205,0.64,1.0331,0.98,0,7.1,0.3,16.7,3
20040206,0.62,1.0255,0.96,0.01,8.6,3.8,14.9,5.8
20040207,0.62,1.0222,0.68,0.16,8.5,5,15,6
20040208,0.74,1.0226,0.47,0.93,4.1,2.2,6.6,5
20040209,0.68,1.0342,1.09,0,2.5,-1.2,5.9,2.6
20040210,0.72,1.0341,1.04,0.06,1,-2.9,5.9,2.1
20040211,0.84,1.0277,0.28,0.49,2.4,0.5,4.4,2.4
20040212,0.87,1.032,0.44,0,3.3,1.3,5.1,3.5
20040213,0.82,1.0331,1.08,0,3,-0.5,7.1,4
20040214,0.79,1.0265,0.96,0,3.7,-0.7,8,3.5
20040215,0.79,1.0245,0.54,0,5,2.4,7.4,1.6
20040216,0.83,1.026,0.99,0,3.9,-0.4,8.6,3
20040217,0.78,1.0272,0.71,0,3.4,-1.3,7.6,2
20040218,0.82,1.0226,0.4,0,1.5,-1,3.6,3.5
20040219,0.67,1.014,0.16,0,1.6,-1.2,3.2,8.5
20040220,0.67,1.0181,1.26,0,1.8,-1.8,7.3,5.9
20040221,0.77,1.0105,0.59,0,1.5,-1.4,5.4,5.9
20040222,0.9,1.0061,0.3,1.86,3.9,0.4,6.2,5.1
20040223,0.87,1.0134,0.68,0.18,-0.7,-3.2,1.5,4.5
20040224,0.78,1.0189,1.07,0,-1.4,-5.1,1.5,1
20040225,0.67,1.0116,1.47,0,-1.9,-8.6,4.4,2
20040226,0.74,1.0046,0.7,0,-0.3,-3.6,2.4,2.1
20040227,0.63,1.0015,1.62,0,-1.6,-4.7,2.4,3
20040228,0.62,1.0054,1.45,0,-1.8,-6.9,3.3,1.9
20040229,0.69,1.0154,1.07,0,-0.9,-4.3,2.5,2.5
20040301,0.67,1.027,0.79,0,-1.2,-4.4,3.5,4.8
20040302,0.71,1.0335,0.77,0,-1.7,-5,1.7,2.2
20040303,0.62,1.0322,1.65,0,3,-1.4,8.3,2.2
20040304,0.6,1.0258,0.75,0,1.8,-2.6,6.6,3.5
20040305,0.74,1.019,0.43,0.55,3,0.4,5.4,2.5
20040306,0.83,1.0199,0.32,0.06,4.2,2.7,6.5,2.1
20040307,0.73,1.0237,0.97,0.18,3.6,1.3,7.3,2.9
20040308,0.84,1.0262,0.58,0.13,2.1,-0.3,5.5,3
20040309,0.67,1.026,1.64,0,1.7,-1.8,6.4,3.4
20040310,0.81,1.0215,0.94,0,-0.4,-2.9,4,2.5
20040311,0.81,1.0204,0.56,0,0.1,-2.3,2.3,3.5
20040312,0.76,1.0158,0.64,0.4,3.5,-1.4,8.3,4.6
20040313,0.88,1.0211,0.4,1.74,6.2,4.7,8.5,3.6
20040314,0.82,1.0301,1.3,0.11,8,5.2,12.1,4.9
20040315,0.69,1.034,1.88,0,9.5,2.5,17.5,3
20040316,0.62,1.0332,1.83,0,11.4,3.9,19.7,2.5
20040317,0.54,1.0296,1.83,0,13.8,5.9,23.6,1.5
20040318,0.51,1.0252,1.6,0,14.3,7.5,22.1,3.8
20040319,0.58,1.0246,0.94,0,12.4,9.6,16.2,7.4
20040320,0.64,1.0206,0.79,0,14,11.4,16.2,8
20040321,0.62,1.015,0.87,0.06,11.2,7.4,14.3,7.4
20040322,0.7,1.0152,1.31,0.36,6.7,2.9,10,5
20040323,0.8,1.0117,0.93,0.09,5.1,3.2,8.6,2.8
20040324,0.82,1.0134,0.52,0.33,4.7,3.3,6.2,3.5
20040325,0.87,1.0163,0.47,0.11,2.5,1.1,4.6,3.5
20040326,0.63,1.0159,0.65,0,2.1,-0.8,5.4,4.6
20040327,0.62,1.0156,2.18,0,1.7,-4.4,8,3.2
20040328,0.59,1.0191,2.25,0,5.1,-2,12,3.4
20040329,0.56,1.0187,2.27,0,7.4,-0.7,15.2,5.9
20040330,0.56,1.0133,2.14,0,9.3,1.8,16.7,4.6
20040331,0.55,1.0119,2.07,0,12.2,4.9,20.9,4.4
20040401,0.55,1.0103,2.23,0,12.9,5,20.1,3.8
20040402,0.61,1.0119,1.91,0.22,13.1,5.8,19.7,4.4
20040403,0.66,1.0236,1.83,0,11.9,7.5,17,6.1
20040404,0.72,1.0236,0.85,0.08,9.9,6.5,14.1,5.6
20040405,0.65,1.0186,1.55,0.47,9.7,6.9,14,6.5
20040406,0.8,1.0097,0.86,0.6,5.4,3,8.5,6.5
20040407,0.8,1.0119,1.19,0.19,4.7,2.6,8.2,3.1
20040408,0.76,1.0149,1.23,0.16,6.7,2.5,11,2.4
20040409,0.74,1.0114,0.91,0.04,6,1.7,10.7,3.2
20040410,0.74,1.0121,0.82,0,6.2,2.8,10.4,2.2
20040411,0.79,1.0179,0.84,0.02,6.8,4.1,10.3,4.8
20040412,0.64,1.0192,1.82,0,7.4,1.6,14.5,3.8
20040413,0.66,1.0188,1.15,0,7.2,1.4,12.4,3.2
20040414,0.62,1.019,2.4,0,8,1.3,15.5,2.5
20040415,0.6,1.0193,1.88,0,10.7,3.1,16.6,2.6
20040416,0.55,1.0117,2.58,0,12.6,4,20.3,2.9
20040417,0.66,1.0058,1.36,0,11,5.2,18.5,5.4
20040418,0.66,0.9974,2.24,0.12,12,8.1,19.5,8.4
20040419,0.6,1.001,1.25,0,8,5.2,12,5.5
20040420,0.68,1.0091,1.58,0,9.4,3.4,15.6,4.5
20040421,0.57,1.0143,2.67,0,15.7,8.6,22.2,3.9
20040422,0.55,1.0135,2.62,0,16.1,8.2,24.2,2.4
20040423,0.81,1.019,0.97,0,13,9.7,15.8,3.4
20040424,0.63,1.0227,2.23,0,12.4,7.8,17.4,5
20040425,0.55,1.0232,2.36,0,10.5,4.4,17.5,4.6
20040426,0.52,1.0175,2.92,0,12.7,5.6,19.9,3.2
20040427,0.65,1.0111,2.13,0.01,14.4,7.2,21.6,2.2
20040428,0.64,1.008,1.98,0,14.7,8.8,20.6,1.8
20040429,0.68,1.0017,2.22,0,14.8,8.8,20.3,3.2
20040430,0.77,0.999,1.48,0,13.7,10,20.6,3.1
20040501,0.72,1.0087,1.73,0.13,12.3,9.4,15.8,3.6
